token_1,ws,token_2,count
+,1_NL_7_SP,(,4
;,1_NL_8_SP,AT,11
+,1_NL_14_SP,STRING_LITERAL,103
),1_NL_14_SP,public,76
;,2_NL_1_SP,COMMENT,5
COMMENT,1_NL_1_SP,boolean,1
;,2_NL_53_SP,AT,1
),1_NL_6_SP,{,112
},2_NL,do,14
:,1_NL,for,8
continue,1_SP,IDENTIFIER,9
&,1_SP,!,17
~,0_None,(,11
COMMENT,0_None,>,15
),1_NL_18_SP,?,4
;,1_NL_18_SP,return,5
;,1_NL_39_SP,COMMENT,4
HEX_LITERAL,1_SP,?,28
),1_NL,class,24
;,2_NL_46_SP,AT,1
),1_NL_20_SP,.,16
;,1_NL_20_SP,IDENTIFIER,5
),1_NL_8_SP,{,132
+,1_NL_9_SP,STRING_LITERAL,1
;,1_NL_9_SP,return,8
;,2_NL_8_SP,long,19
COMMENT,1_NL_42_SP,COMMENT,2
COMMENT,1_NL_42_SP,IDENTIFIER,2
COMMENT,1_NL_59_SP,COMMENT,1
COMMENT,1_NL_59_SP,IDENTIFIER,1
&&,1_NL_7_SP,(,10
;,1_NL_8_SP,synchronized,2
;,6_SP,COMMENT,12
COMMENT,1_NL_36_SP,COMMENT,1
COMMENT,1_NL_40_SP,},1
",",1_SP,;,1
),1_NL_35_SP,.,12
;,1_NL_35_SP,IDENTIFIER,1
+,1_NL_13_SP,STRING_LITERAL,16
;,1_NL_13_SP,IDENTIFIER,4
INTEGER_LITERAL,1_SP,&,3
=,2_SP,HEX_LITERAL,4
=,6_SP,HEX_LITERAL,6
=,7_SP,HEX_LITERAL,2
},1_NL_1_SP,catch,2
),1_NL_1_SP,{,3
;,1_NL_16_SP,boolean,3
(,1_NL_16_SP,STRING_LITERAL,2
IDENTIFIER,1_NL_16_SP,),1
",",1_NL_35_SP,long,1
:,1_NL_27_SP,IDENTIFIER,5
;,2_NL_27_SP,return,2
;,1_NL_20_SP,return,3
(,0_None,COMMENT,27
(,1_SP,;,37
;,1_SP,;,27
(,0_None,~,6
;,1_NL_16_SP,this,33
.,1_SP,IDENTIFIER,4
:,1_NL_7_SP,(,1
+,1_NL_33_SP,STRING_LITERAL,19
NULL_LITERAL,1_NL_23_SP,?,1
),1_NL_29_SP,{,15
;,1_NL_25_SP,break,1
;,2_NL_16_SP,void,1
;,2_NL_14_SP,void,2
;,2_NL_22_SP,void,2
;,2_NL_18_SP,void,1
;,2_NL_30_SP,void,3
;,2_NL_19_SP,void,1
;,2_NL_21_SP,void,1
;,2_NL_27_SP,void,1
;,2_NL_23_SP,void,1
;,2_NL_20_SP,void,1
;,2_NL_8_SP,void,37
),1_NL_8_SP,void,37
:,1_NL_29_SP,new,1
COMMENT,2_NL_8_SP,long,6
),0_None,this,6
;,2_NL_8_SP,interface,3
",",0_None,;,4
{,1_NL_4_SP,enum,17
<<,1_NL_27_SP,IDENTIFIER,2
),1_NL_9_SP,<<,2
|,1_NL_7_SP,(,12
;,2_NL_34_SP,if,2
(,1_SP,super,49
),1_NL_16_SP,{,11
),1_NL,byte,1
HEX_LITERAL,1_SP,&,25
(,1_SP,HEX_LITERAL,13
[,0_None,HEX_LITERAL,3
HEX_LITERAL,0_None,],7
",",1_NL_8_SP,double,6
:,1_NL_61_SP,IDENTIFIER,2
;,1_NL_65_SP,},2
(,1_SP,++,23
&&,1_NL_5_SP,IDENTIFIER,18
IDENTIFIER,1_NL_29_SP,),4
",",1_NL_12_SP,},2
||,1_NL_7_SP,IDENTIFIER,22
",",1_NL_8_SP,-,2
),1_NL_13_SP,public,7
},2_NL,char,5
+,1_NL_26_SP,IDENTIFIER,8
!=,1_SP,char,1
",",0_None,COMMENT,27
COMMENT,0_None,IDENTIFIER,16
COMMENT,1_NL_8_SP,{,2
",",1_NL_8_SP,byte,10
IDENTIFIER,1_NL_16_SP,{,10
),1_NL_12_SP,{,3
),1_NL_51_SP,{,5
new,2_SP,byte,2
case,1_SP,-,10
COMMENT,1_NL_4_SP,default,6
),1_NL_31_SP,{,13
;,2_NL_16_SP,final,3
:,1_NL_4_SP,long,8
),1_NL_39_SP,{,9
",",1_NL_2_SP,IDENTIFIER,14
),1_NL_44_SP,{,14
IDENTIFIER,1_NL_31_SP,),1
:,1_NL_7_SP,new,1
INTEGER_LITERAL,1_SP,^,3
),1_NL_56_SP,:,1
IDENTIFIER,1_NL_7_SP,+,3
;,2_NL,break,28
INTEGER_LITERAL,1_SP,COMMENT,66
||,1_NL_5_SP,(,6
||,1_NL_1_SP,IDENTIFIER,7
boolean,1_NL_8_SP,IDENTIFIER,4
),1_NL,double,2
{,1_NL_8_SP,COMMENT,13
COMMENT,2_NL_4_SP,int,1
),1_NL_7_SP,?,17
->,1_NL_5_SP,IDENTIFIER,3
&&,1_NL_1_SP,!,1
;,1_NL_40_SP,COMMENT,1
COMMENT,1_NL_40_SP,private,1
+,1_NL_36_SP,IDENTIFIER,8
),1_NL_26_SP,throws,1
||,1_SP,++,1
COMMENT,2_NL_12_SP,return,1
>,1_NL_4_SP,{,51
class,1_NL_8_SP,&&,3
),1_NL_26_SP,{,10
{,1_NL_12_SP,COMMENT,46
COMMENT,1_NL_12_SP,},10
+,1_NL_29_SP,IDENTIFIER,5
?,1_NL_8_SP,new,3
),1_NL_27_SP,{,20
IDENTIFIER,1_NL_32_SP,{,3
IDENTIFIER,1_NL_31_SP,{,3
COMMENT,1_NL_8_SP,return,4
;,2_NL_8_SP,synchronized,2
&&,1_NL_4_SP,this,1
(,1_NL_8_SP,COMMENT,7
;,1_NL_24_SP,return,7
IDENTIFIER,1_NL_27_SP,{,1
=,1_NL_8_SP,!,3
:,1_NL_4_SP,byte,2
},1_NL_4_SP,default,9
(,16_SP,IDENTIFIER,4
(,9_SP,IDENTIFIER,4
(,2_SP,IDENTIFIER,19
(,13_SP,IDENTIFIER,8
(,7_SP,IDENTIFIER,4
(,10_SP,IDENTIFIER,2
(,11_SP,IDENTIFIER,2
(,15_SP,IDENTIFIER,6
(,8_SP,IDENTIFIER,4
(,19_SP,IDENTIFIER,4
(,17_SP,IDENTIFIER,2
",",1_NL_31_SP,boolean,11
IDENTIFIER,1_NL_14_SP,),1
IDENTIFIER,1_NL_30_SP,),2
=,1_NL,(,5
:,1_NL_36_SP,IDENTIFIER,2
;,2_NL_36_SP,COMMENT,4
?,1_SP,HEX_LITERAL,16
HEX_LITERAL,1_SP,:,16
;,1_NL,volatile,20
),1_NL_47_SP,{,9
;,3_NL,EOF,1
),1_NL,float,1
>,1_SP,||,3
INTEGER_LITERAL,1_NL_27_SP,:,4
INTEGER_LITERAL,1_NL_22_SP,:,4
INTEGER_LITERAL,1_NL_19_SP,:,4
BINARY_LITERAL,1_SP,|,11
BINARY_LITERAL,0_None,),4
^,1_SP,BINARY_LITERAL,4
{,0_None,BINARY_LITERAL,2
BINARY_LITERAL,0_None,",",20
",",1_SP,BINARY_LITERAL,14
BINARY_LITERAL,0_None,},2
),1_NL_40_SP,{,12
",",2_NL_8_SP,IDENTIFIER,3
->,1_NL_8_SP,new,59
(,1_NL_8_SP,BOOL_LITERAL,9
COMMENT,1_NL,BOOL_LITERAL,21
;,1_NL_8_SP,while,28
INTEGER_LITERAL,1_NL_8_SP,:,9
;,1_NL_8_SP,short,2
:,1_NL_4_SP,assert,3
;,1_NL_16_SP,long,1
COMMENT,2_NL_1_SP,public,4
:,1_NL_15_SP,(,2
;,1_NL_15_SP,long,2
:,1_NL_18_SP,(,2
;,1_NL_18_SP,long,2
:,1_NL_17_SP,(,2
;,1_NL_17_SP,long,2
:,1_NL_19_SP,(,2
;,2_NL_19_SP,COMMENT,2
|,1_SP,INTEGER_LITERAL,8
),1_NL_55_SP,:,1
;,1_NL_55_SP,IDENTIFIER,1
{,1_NL_8_SP,return,64
>,1_NL_8_SP,IDENTIFIER,40
),1_NL_38_SP,:,3
IDENTIFIER,7_SP,=,12
&&,1_NL_5_SP,(,7
),1_NL_1_SP,||,2
?,1_SP,~,3
return,2_SP,INTEGER_LITERAL,2
),1_NL_41_SP,{,8
],1_NL,{,1
),1_NL_60_SP,{,1
),2_NL_8_SP,.,8
",",0_None,byte,3
COMMENT,1_NL_8_SP,),6
STRING_LITERAL,1_NL_8_SP,),82
IDENTIFIER,1_NL_83_SP,:,1
;,1_NL_87_SP,},1
?,1_NL_21_SP,IDENTIFIER,5
;,1_NL_21_SP,IDENTIFIER,8
",",1_NL_20_SP,long,1
),1_NL_20_SP,{,11
COMMENT,1_NL_12_SP,throw,1
class,1_SP,.,1
new,0_None,;,18
IDENTIFIER,1_NL_55_SP,+,2
;,1_NL_55_SP,long,2
),1_NL_7_SP,||,10
IDENTIFIER,1_NL_52_SP,+,2
;,1_NL_59_SP,IDENTIFIER,2
IDENTIFIER,1_NL_40_SP,+,2
;,2_NL_40_SP,assert,2
),1_NL_18_SP,{,6
",",1_NL_22_SP,final,20
{,2_NL_4_SP,char,3
:,1_NL_4_SP,++,4
(,1_SP,--,15
},2_NL_4_SP,case,5
},1_NL_4_SP,case,41
},2_NL_4_SP,default,1
;,1_NL_1_SP,if,1
>,1_SP,byte,1
&&,1_NL_18_SP,IDENTIFIER,2
;,1_NL_18_SP,if,2
;,2_NL_16_SP,static,66
",",1_NL_10_SP,long,2
),1_NL_10_SP,{,8
",",1_NL_59_SP,long,2
abstract,1_SP,<,10
IDENTIFIER,1_NL_12_SP,?,1
COMMENT,1_NL_5_SP,{,3
:,1_NL_8_SP,(,2
;,2_NL_26_SP,case,5
",",1_NL_12_SP,new,2
+,1_NL_45_SP,STRING_LITERAL,3
;,1_NL_53_SP,return,1
IDENTIFIER,1_NL,interface,50
IDENTIFIER,1_NL_38_SP,:,1
",",1_NL_12_SP,int,1
;,2_NL_12_SP,AT,1
IDENTIFIER,1_NL_21_SP,{,3
",",1_NL_32_SP,long,1
<=,1_SP,HEX_LITERAL,36
HEX_LITERAL,1_SP,&&,16
+,1_NL_12_SP,(,2
COMMENT,1_NL_4_SP,return,1
COMMENT,1_NL_4_SP,boolean,1
],0_None,...,5
COMMENT,0_None,],9
),1_NL_16_SP,throws,70
),1_NL_31_SP,:,1
COMMENT,2_NL_1_SP,IDENTIFIER,7
",",1_SP,~,2
+,4_SP,COMMENT,17
&&,1_NL_8_SP,COMMENT,2
?,1_NL_4_SP,new,2
return,1_SP,~,4
],1_SP,^=,1
),1_NL_58_SP,{,8
",",1_NL_33_SP,(,2
;,2_NL_37_SP,case,2
",",1_NL_31_SP,(,2
;,2_NL_35_SP,case,2
<,0_None,COMMENT,1
;,1_NL_16_SP,assert,3
IDENTIFIER,1_NL_24_SP,{,3
(,1_SP,void,4
),1_NL_33_SP,+,1
),1_NL_23_SP,+,1
IDENTIFIER,1_NL_23_SP,{,8
IDENTIFIER,1_NL_14_SP,{,2
+,1_NL_61_SP,STRING_LITERAL,2
;,2_NL_61_SP,public,1
:,1_NL_17_SP,IDENTIFIER,2
;,1_NL_17_SP,throw,2
IDENTIFIER,1_NL_23_SP,?,1
),1_NL,long,42
>,1_SP,--,2
this,1_NL,+,2
>,1_NL,void,2
IDENTIFIER,1_NL_8_SP,<,6
),1_NL_7_SP,{,4
;,2_NL_30_SP,abstract,1
>,1_NL,extends,2
),1_NL_23_SP,{,19
",",1_NL_36_SP,boolean,16
},2_NL_1_SP,public,6
{,1_NL_5_SP,this,7
||,1_NL_8_SP,COMMENT,2
),2_SP,COMMENT,10
if,2_SP,(,1
return,1_SP,+,3
:,1_SP,+,3
int,1_NL_8_SP,IDENTIFIER,5
NULL_LITERAL,0_None,COMMENT,2
;,2_NL_17_SP,IDENTIFIER,1
",",1_NL_24_SP,double,2
),1_NL_16_SP,),19
),1_NL_14_SP,AT,19
HEX_LITERAL,1_SP,-,2
:,1_NL_4_SP,STRING_LITERAL,2
),1_NL_14_SP,long,2
{,1_NL_8_SP,(,1
),1_NL_18_SP,*,1
?,1_NL_24_SP,STRING_LITERAL,1
:,1_NL,STRING_LITERAL,2
:,1_NL_19_SP,STRING_LITERAL,1
;,1_NL_27_SP,return,3
super,0_None,::,4
protected,1_SP,interface,8
:,1_NL_4_SP,{,3
),1_NL_8_SP,:,5
>,1_SP,COMMENT,7
},1_NL,--,3
COMMENT,1_NL_8_SP,IDENTIFIER,7
&=,1_SP,!,5
STRING_LITERAL,0_None,COMMENT,12
;,1_NL_16_SP,public,1
(,2_SP,INTEGER_LITERAL,6
;,2_NL_24_SP,private,13
",",1_NL_47_SP,final,19
STRING_LITERAL,1_NL_16_SP,+,61
),1_NL_31_SP,||,3
;,1_NL_31_SP,if,1
+,1_NL_28_SP,(,2
+,1_NL_32_SP,(,1
COMMENT,1_NL_16_SP,COMMENT,4
COMMENT,1_NL_16_SP,IDENTIFIER,15
+,1_NL_33_SP,IDENTIFIER,4
+,1_NL_17_SP,STRING_LITERAL,1
;,2_NL_17_SP,COMMENT,3
?,1_NL_35_SP,IDENTIFIER,1
;,1_NL_35_SP,long,2
+,1_NL_51_SP,STRING_LITERAL,4
;,2_NL_51_SP,private,2
),1_NL_52_SP,{,8
+,1_NL_70_SP,IDENTIFIER,1
;,1_NL_70_SP,public,1
),1_NL_12_SP,:,1
:,1_NL_26_SP,IDENTIFIER,2
||,1_NL_1_SP,(,1
:,1_NL_15_SP,IDENTIFIER,2
;,2_NL_15_SP,if,10
),1_NL_4_SP,:,1
(,3_SP,IDENTIFIER,1
||,1_NL_25_SP,IDENTIFIER,1
;,1_NL_25_SP,boolean,1
&&,1_NL_5_SP,!,4
;,1_NL_15_SP,},14
||,1_SP,COMMENT,13
COMMENT,1_NL_5_SP,IDENTIFIER,2
implements,1_NL,IDENTIFIER,3
),1_NL_3_SP,||,1
;,2_NL_25_SP,abstract,1
;,2_NL_31_SP,abstract,1
COMMENT,1_NL,catch,4
INTEGER_LITERAL,1_NL,?,3
;,1_NL_4_SP,return,4
IDENTIFIER,2_SP,||,2
public,2_SP,abstract,1
;,2_NL_24_SP,final,1
),1_NL_45_SP,{,13
),1_NL_11_SP,{,5
;,2_NL_24_SP,try,1
",",1_NL_6_SP,IDENTIFIER,1
),1_NL_14_SP,IDENTIFIER,6
:,1_NL_4_SP,this,109
;,1_NL_33_SP,IDENTIFIER,3
IDENTIFIER,4_SP,",",12
),2_SP,(,6
>,2_SP,INTEGER_LITERAL,8
||,1_NL_10_SP,(,2
|,1_NL,(,20
",",1_NL_46_SP,long,1
COMMENT,1_NL_4_SP,assert,3
;,1_NL_32_SP,if,3
>=,1_SP,STRING_LITERAL,36
<=,1_SP,STRING_LITERAL,53
-,1_SP,STRING_LITERAL,33
STRING_LITERAL,1_SP,-,23
>,1_SP,STRING_LITERAL,1
DECIMAL_LITERAL,1_NL_4_SP,||,1
),1_NL_4_SP,*,3
;,3_NL,interface,2
",",1_NL_16_SP,STRING_LITERAL,4
;,2_NL_8_SP,new,1
),1_NL_58_SP,:,1
;,2_NL_7_SP,IDENTIFIER,6
{,1_NL_4_SP,class,12
return,1_SP,HEX_LITERAL,72
IDENTIFIER,1_NL,char,15
case,1_SP,HEX_LITERAL,66
HEX_LITERAL,0_None,:,66
-,1_SP,HEX_LITERAL,50
HEX_LITERAL,1_SP,+,18
;,2_NL,case,9
abstract,1_SP,char,1
;,1_NL_8_SP,char,1
IDENTIFIER,1_SP,%=,15
%=,1_SP,INTEGER_LITERAL,10
COMMENT,1_SP,-,4
HEX_LITERAL,1_SP,>,7
+,1_NL_40_SP,STRING_LITERAL,4
;,1_NL_40_SP,return,3
",",1_NL_37_SP,final,95
",",1_NL_50_SP,long,2
IDENTIFIER,1_NL_50_SP,{,1
[,0_None,-,5
",",1_NL_20_SP,final,68
new,1_NL_8_SP,IDENTIFIER,8
protected,2_SP,<,3
IDENTIFIER,1_NL_3_SP,},2
;,1_NL_8_SP,void,3
+,1_NL_29_SP,STRING_LITERAL,4
),1_NL_27_SP,:,1
;,2_NL_38_SP,public,2
;,1_NL_16_SP,static,2
;,1_NL_16_SP,protected,1
+,1_NL_35_SP,STRING_LITERAL,3
->,1_NL_8_SP,{,3
;,1_NL_11_SP,return,1
:,2_SP,return,4
),1_NL,/,1
+,1_NL_19_SP,(,2
;,2_NL_19_SP,for,1
assert,1_SP,BOOL_LITERAL,7
",",1_NL_43_SP,byte,1
IDENTIFIER,1_NL_22_SP,{,3
;,1_NL_16_SP,switch,1
?,1_NL,new,1
;,1_NL_3_SP,case,10
:,1_NL_3_SP,if,2
IDENTIFIER,1_NL_36_SP,+,3
volatile,1_SP,byte,2
IDENTIFIER,1_NL,<,7
IDENTIFIER,1_NL,byte,12
+,1_NL,COMMENT,15
),1_NL,char,1
;,1_NL_55_SP,},2
STRING_LITERAL,1_SP,;,2
;,2_NL_12_SP,void,2
;,2_NL_8_SP,class,2
COMMENT,0_None,BOOL_LITERAL,2
||,1_SP,super,3
",",1_SP,void,2
),1_NL_34_SP,:,4
;,2_NL_38_SP,},1
:,2_SP,IDENTIFIER,2
IDENTIFIER,1_NL_41_SP,{,1
:,1_NL_4_SP,int,45
COMMENT,1_NL_30_SP,:,2
COMMENT,1_SP,},2
),1_NL,|,5
;,1_NL_11_SP,default,1
|,1_NL_12_SP,(,2
;,1_NL_12_SP,break,2
public,1_NL,void,16
--,0_None,",",15
),0_None,COMMENT,19
",",1_NL_53_SP,int,1
),1_NL_53_SP,{,7
),2_NL_30_SP,{,1
(,2_SP,!,1
-,1_SP,COMMENT,2
COMMENT,0_None,INTEGER_LITERAL,3
&&,1_NL_10_SP,IDENTIFIER,4
),1_NL_33_SP,{,7
+,1_NL_22_SP,STRING_LITERAL,4
IDENTIFIER,1_NL_28_SP,IDENTIFIER,1
!=,1_NL_8_SP,NULL_LITERAL,3
;,1_NL,{,13
",",1_NL_23_SP,AT,40
",",1_NL_36_SP,IDENTIFIER,1
?,1_NL_28_SP,IDENTIFIER,1
:,1_NL_8_SP,IDENTIFIER,2
;,1_NL_28_SP,try,1
+,1_NL_56_SP,STRING_LITERAL,2
;,2_NL_56_SP,private,2
;,2_NL_45_SP,COMMENT,1
;,2_NL_49_SP,COMMENT,5
(,1_NL_3_SP,IDENTIFIER,3
STRING_LITERAL,1_NL_3_SP,),2
STRING_LITERAL,1_NL_12_SP,),3
",",3_SP,COMMENT,6
STRING_LITERAL,1_NL,),3
;,1_NL_8_SP,default,6
(,2_SP,boolean,1
COMMENT,1_NL_4_SP,switch,2
(,2_SP,STRING_LITERAL,2
",",1_NL_27_SP,long,1
},2_NL_4_SP,return,4
IDENTIFIER,1_NL_6_SP,.,2
),1_NL_28_SP,?,2
;,1_NL_28_SP,long,2
;,2_NL_13_SP,IDENTIFIER,4
IDENTIFIER,1_NL_7_SP,&&,7
:,2_NL_4_SP,for,1
COMMENT,2_NL_8_SP,byte,1
},1_NL,new,8
},2_NL,new,1
IDENTIFIER,6_SP,=,7
int,2_SP,IDENTIFIER,4
IDENTIFIER,9_SP,=,6
IDENTIFIER,12_SP,=,2
IDENTIFIER,11_SP,=,2
IDENTIFIER,10_SP,=,1
IDENTIFIER,1_NL_85_SP,:,2
;,1_NL_89_SP,},2
+,1_NL_8_SP,IDENTIFIER,4
=,1_SP,--,3
COMMENT,1_NL_4_SP,continue,6
HEX_LITERAL,0_None,COMMENT,2
",",1_NL_7_SP,IDENTIFIER,2
),1_SP,BINARY_LITERAL,6
do,1_SP,COMMENT,1
(,1_SP,~,2
:,1_SP,~,2
},3_SP,COMMENT,2
),1_NL_50_SP,{,1
",",1_NL_47_SP,long,1
<=,1_SP,-,3
COMMENT,1_NL_14_SP,COMMENT,8
COMMENT,1_NL_18_SP,},1
&&,1_NL_10_SP,(,1
COMMENT,2_NL,class,1
protected,1_SP,enum,3
protected,1_SP,AT,2
abstract,1_SP,short,4
),1_NL_42_SP,.,8
;,1_NL_42_SP,if,1
&&,1_NL,this,9
;,2_NL_24_SP,IDENTIFIER,4
:,1_NL_4_SP,new,2
+,1_NL_13_SP,IDENTIFIER,4
],1_NL,:,2
==,1_SP,--,2
IDENTIFIER,1_NL_55_SP,{,1
IDENTIFIER,5_SP,),6
INTEGER_LITERAL,2_SP,),4
INTEGER_LITERAL,1_NL_5_SP,&,1
INTEGER_LITERAL,1_NL,&,1
IDENTIFIER,1_NL,&,2
INTEGER_LITERAL,1_NL_8_SP,|,1
IDENTIFIER,1_NL,|,3
INTEGER_LITERAL,1_NL,|,1
],0_None,COMMENT,6
;,2_NL_31_SP,void,1
;,2_NL_32_SP,void,1
",",1_NL_8_SP,BOOL_LITERAL,3
IDENTIFIER,1_NL_16_SP,?,2
+,1_NL_18_SP,IDENTIFIER,4
",",1_NL_11_SP,IDENTIFIER,2
+,1_NL_19_SP,IDENTIFIER,2
STRING_LITERAL,1_NL_40_SP,+,1
NULL_LITERAL,1_NL_7_SP,?,3
return,2_SP,STRING_LITERAL,5
COMMENT,1_NL_4_SP,synchronized,1
IDENTIFIER,2_NL_8_SP,),1
+,1_NL_42_SP,STRING_LITERAL,4
{,1_NL_12_SP,IDENTIFIER,6
;,2_NL_47_SP,public,2
COMMENT,1_SP,||,1
IDENTIFIER,1_NL_30_SP,{,2
),1_NL_21_SP,throws,1
;,1_NL_8_SP,protected,3
STRING_LITERAL,1_NL_7_SP,+,2
IDENTIFIER,1_NL_28_SP,),2
>,0_None,.,31
:,1_NL,while,2
),1_NL,short,1
),1_NL_4_SP,{,2
<,1_SP,STRING_LITERAL,5
COMMENT,2_NL,char,1
:,2_NL_4_SP,if,1
:,2_NL_4_SP,IDENTIFIER,2
&,1_SP,this,1
],1_NL_16_SP,{,1
),1_NL_12_SP,*,1
IDENTIFIER,1_NL_10_SP,:,1
COMMENT,1_NL_1_SP,long,2
;,1_NL_7_SP,this,4
),1_NL_18_SP,:,3
+,18_SP,COMMENT,2
+,16_SP,COMMENT,4
+,13_SP,COMMENT,2
+,10_SP,COMMENT,2
STRING_LITERAL,23_SP,COMMENT,2
COMMENT,1_NL_8_SP,(,10
(,1_NL_8_SP,INTEGER_LITERAL,12
",",1_NL_22_SP,long,2
;,1_NL_8_SP,switch,12
;,2_NL_16_SP,public,4
||,1_NL_5_SP,!,1
COMMENT,1_SP,*,2
+,1_NL_1_SP,STRING_LITERAL,2
->,2_SP,IDENTIFIER,2
=,1_NL_14_SP,IDENTIFIER,3
",",1_SP,++,17
",",1_NL,!,6
||,3_SP,COMMENT,1
COMMENT,1_NL_11_SP,},5
||,5_SP,COMMENT,2
;,18_SP,COMMENT,1
",",1_NL_65_SP,final,5
),1_NL_65_SP,{,4
(,1_NL_4_SP,byte,1
(,1_NL_4_SP,short,1
),1_NL_40_SP,:,3
;,1_NL_16_SP,new,1
(,2_NL_8_SP,COMMENT,1
IDENTIFIER,1_NL_12_SP,IDENTIFIER,1
new,2_SP,IDENTIFIER,1
",",1_NL_35_SP,final,98
:,1_NL_33_SP,IDENTIFIER,1
?,1_NL_50_SP,IDENTIFIER,1
;,1_NL_54_SP,},2
+,1_NL_8_SP,STRING_LITERAL,2
COMMENT,1_SP,INTEGER_LITERAL,8
IDENTIFIER,2_SP,:,5
IDENTIFIER,1_NL_25_SP,+,2
IDENTIFIER,1_NL_48_SP,{,3
COMMENT,2_NL,double,2
",",1_NL_28_SP,long,1
;,2_NL_8_SP,{,1
&&,1_NL_21_SP,IDENTIFIER,2
|,1_NL_16_SP,(,1
|,1_NL_15_SP,(,1
|,1_NL_1_SP,HEX_LITERAL,1
*,1_SP,this,10
:,8_SP,throw,4
&&,1_NL_24_SP,IDENTIFIER,2
;,1_NL_24_SP,default,1
+,1_NL_12_SP,STRING_LITERAL,2
>>>=,1_SP,IDENTIFIER,3
<<=,1_SP,IDENTIFIER,3
=,1_NL_36_SP,IDENTIFIER,1
;,2_NL_40_SP,return,1
+,1_NL_41_SP,STRING_LITERAL,3
=,1_NL_8_SP,this,7
;,1_NL,transient,1
;,2_NL,transient,3
;,2_NL_8_SP,while,6
?,1_NL_30_SP,IDENTIFIER,2
",",1_NL_22_SP,IDENTIFIER,4
;,1_NL_7_SP,byte,2
;,1_NL_7_SP,if,4
;,2_NL_23_SP,IDENTIFIER,5
!=,1_NL_7_SP,INTEGER_LITERAL,2
(,1_NL_8_SP,boolean,5
throws,1_NL,IDENTIFIER,1
",",18_SP,IDENTIFIER,10
IDENTIFIER,10_SP,",",2
",",8_SP,IDENTIFIER,8
),1_NL,boolean,40
COMMENT,1_NL_4_SP,final,2
byte,0_None,...,2
;,2_NL_70_SP,case,1
;,2_NL_62_SP,default,1
),1_NL_45_SP,?,1
&&,1_SP,++,8
%=,1_SP,IDENTIFIER,5
=,1_NL_16_SP,STRING_LITERAL,2
],1_NL_8_SP,),1
),1_NL_62_SP,throws,1
IDENTIFIER,1_NL_39_SP,),2
),1_NL_70_SP,{,1
IDENTIFIER,1_NL_65_SP,+,1
;,1_NL_65_SP,private,1
=,1_NL_14_SP,new,2
(,1_NL_20_SP,IDENTIFIER,1
",",1_NL_10_SP,IDENTIFIER,1
&&,1_NL_9_SP,IDENTIFIER,1
+,1_NL_47_SP,STRING_LITERAL,1
&&,1_NL_35_SP,(,1
?,1_NL,COMMENT,1
{,2_NL_4_SP,interface,2
COMMENT,1_NL_8_SP,&&,1
?,1_NL_29_SP,new,1
;,1_NL_29_SP,this,2
++,1_SP,<,3
?,1_NL_12_SP,new,1
:,1_NL,(,1
;,1_NL_24_SP,this,1
;,1_NL_68_SP,IDENTIFIER,1
",",1_NL_19_SP,long,1
;,2_NL_19_SP,IDENTIFIER,5
),2_NL,{,6
?,1_NL_7_SP,new,1
),1_NL_16_SP,:,2
COMMENT,1_NL_4_SP,byte,2
COMMENT,1_NL_77_SP,COMMENT,2
COMMENT,1_NL_77_SP,{,2
",",1_NL_41_SP,boolean,1
IDENTIFIER,1_NL_12_SP,+,1
;,2_NL_12_SP,IDENTIFIER,10
STRING_LITERAL,1_NL_12_SP,+,3
;,1_NL_12_SP,if,1
[,0_None,COMMENT,2
+,1_NL_31_SP,IDENTIFIER,1
;,2_NL_12_SP,default,1
return,5_SP,INTEGER_LITERAL,1
COMMENT,1_NL_9_SP,+,1
COMMENT,1_NL_13_SP,},1
return,4_SP,INTEGER_LITERAL,4
:,1_NL_1_SP,{,1
},2_NL_1_SP,case,1
COMMENT,1_NL_10_SP,IDENTIFIER,2
&&,1_SP,COMMENT,5
{,1_NL_4_SP,++,20
;,1_NL_8_SP,case,4
++,1_SP,:,1
),1_NL_17_SP,{,1
",",1_NL_36_SP,final,134
;,2_NL_11_SP,IDENTIFIER,1
+=,1_SP,this,5
",",1_NL_23_SP,long,1
",",1_NL_38_SP,STRING_LITERAL,1
;,1_NL_38_SP,AT,1
+,2_NL,STRING_LITERAL,1
?,1_NL_17_SP,STRING_LITERAL,1
;,1_NL_17_SP,IDENTIFIER,2
;,2_NL_11_SP,},3
),1_NL_8_SP,long,1
INTEGER_LITERAL,1_NL_5_SP,||,1
return,1_SP,COMMENT,2
",",5_SP,COMMENT,2
=,4_SP,new,1
IDENTIFIER,2_NL_8_SP,{,1
+,1_NL_37_SP,STRING_LITERAL,3
",",1_NL_8_SP,this,30
",",1_NL_33_SP,final,166
+,1_NL_8_SP,this,1
),1_NL_44_SP,:,3
;,1_NL_44_SP,return,1
IDENTIFIER,1_NL_34_SP,?,1
STRING_LITERAL,1_NL_44_SP,:,2
;,1_NL_44_SP,IDENTIFIER,4
",",1_NL_29_SP,AT,3
",",1_NL_33_SP,AT,9
",",1_NL_38_SP,AT,8
",",1_NL_31_SP,AT,8
",",1_NL_30_SP,AT,5
",",1_NL_41_SP,AT,10
",",1_NL_40_SP,AT,7
",",1_NL_32_SP,AT,4
),1_NL_22_SP,:,1
;,2_NL_16_SP,},1
",",1_NL_37_SP,AT,20
",",1_NL_45_SP,AT,3
",",1_NL_48_SP,AT,5
long,1_NL_8_SP,IDENTIFIER,1
